Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
413,6.54,244,1.120319929,0.021406728,0.154705107,16.54545455
414,6.9,244.7,1.120305049,0.030434783,0.156700836,19.61818182
415,7.35,242.7,1.121305954,0.028571429,0.42867633,23.98181818
416,7.47,239.6,1.12234324,0.033467202,0.663926773,25.78787879
417,4.39,252.9,1.12755647,0.334851936,0.607191941,16.32121212
418,3.73,262.7,1.131478814,0.1769437,0.461672927,3.557575758
419,3.71,264.8,1.129668898,0.110512129,0.885713636,1.83030303
420,5.69,281.4,1.132334618,0.766256591,0.059341821,6.915151515
421,8.17,321.2,1.143415336,0.104039168,0.616466469,36.82424242
422,6.13,322.6,1.144657147,0.205546493,0.580598331,21.42424242
423,4.33,324,1.143411448,0.122401848,1.057364036,8.175757576
424,3.83,321.6,1.143299678,0.104438642,0.703737233,3.012121212
425,3.68,330.8,1.144975621,0.130434783,0.639008068,1.4
426,3.77,335.6,1.146226125,0.228116711,0.378039595,-0.357575758
427,3.81,226.8,1.114603121,0.099737533,0.14452121,-0.739393939
428,4.79,231,1.115754663,0.139874739,0.229397555,5.254545455
429,6.42,254.4,1.116167509,0.151090343,0.240960465,10.06666667
430,6.77,278.9,1.117768407,0.091580502,0.216961633,24.28484848
431,6.88,286.5,1.118685054,0.174418605,0.18506937,24.44242424
432,7.65,301.2,1.12357289,0.130718954,0.15014025,42.12121212
433,7.4,302.7,1.125178752,0.090540541,0.260872931,26.67272727
434,6.95,300.1,1.125094307,0.136690647,0.341339042,28.99393939
435,8.26,297.4,1.125142228,0.10653753,0.211436939,43.8969697
436,8.93,299.3,1.126756397,0.10862262,0.211208416,50.51515152
437,9.97,296.3,1.128127534,0.065195587,0.343889897,61.84848485
438,10.03,295.6,1.127959773,0.066799601,0.228377644,71.12121212
439,8.21,294.6,1.128239605,0.115712546,0.285423555,54
440,7.12,297.7,1.128964947,0.133426966,0.198951732,39.43636364
441,7.15,299.9,1.129969765,0.13006993,0.225417177,37.19393939
442,6.25,296.9,1.130555127,0.1408,0.300160758,32.21818182
443,6.78,304.4,1.130354635,0.112094395,0.320129159,37.36969697
444,6.96,312.1,1.130844155,0.07183908,0.325976009,23.59393939
445,6.16,311.8,1.130910856,0.099025974,0.363538728,16.49090909
446,5.46,313,1.130652689,0.119047619,0.20885993,9.703030303
447,4.93,314.6,1.13021244,0.144016227,0.149069262,6.375757576
448,4.98,318.4,1.130088662,0.108433735,0.067932819,4.163636364
449,5.06,314.2,1.130248062,0.071146245,0.098737591,9.490909091
450,4.65,317.7,1.130778229,0.109677419,0.107657769,6.024242424
451,4.89,320.4,1.131425192,0.104294479,0.059850234,3.242424242
452,5.2,322.1,1.132020837,0.115384615,0.159359718,2.890909091
453,3.9,330.6,1.132526934,0.112820513,0.311297912,-1.224242424
454,4.83,337.2,1.132407654,0.043478261,0.55035743,2.381818182
455,4.32,339.8,1.132567686,0.048611111,0.284882386,-0.048484848
456,4.26,341.5,1.132911219,0.044600939,0.349367234,-2.4
457,4.04,343.3,1.134651675,0.047029703,0.469689552,-0.448484848
458,3.81,345,1.135419636,0.102362205,0.629312592,-0.733333333
459,3.67,315.6,1.137451239,0.040871935,0.731701492,-1.903030303
460,3.62,312.7,1.137448145,0.041436464,0.578480343,-0.490909091
461,3.75,303.7,1.138157158,0.053333333,0.57095631,-0.503030303
462,4.15,302.5,1.138471029,0.038554217,0.570494948,-0.612121212
463,3.88,299,1.138500654,0.043814433,0.608683637,-1.309090909
464,4.18,300,1.13838779,0.04784689,0.264946922,0.006060606
465,4.32,300,1.138828162,0.041666667,0.170948178,1.218181818
466,4.43,298.5,1.139469542,0.051918736,0.352454956,1.436363636
467,4.28,294.7,1.139696934,0.035046729,0.281825246,1.278787879
468,4.66,292.3,1.139776662,0.038626609,0.278969658,2.939393939
469,4.62,293.7,1.140106377,0.025974026,0.331214025,2.903030303
470,4.73,294,1.140327716,0.033826638,0.361268187,3.939393939
471,4.81,294,1.14062054,0.033264033,0.311829243,3.8
472,5,293,1.141195933,0.044,0.309333091,5.066666667
473,5.44,291.5,1.141601309,0.042279412,0.396826811,8.387878788
474,5.83,293,1.141582374,0.034305317,0.575164432,10.71515152
475,5.94,296,1.141650735,0.03030303,0.661558821,10.28484848
476,6.15,294.7,1.142070261,0.034146341,0.684005781,12.24848485
477,6.6,295,1.14242951,0.03030303,0.577057397,18.92121212
478,6.76,298.7,1.1427407,0.025147929,0.674336527,20.55757576
479,5.82,301,1.142688591,0.04467354,0.672333553,9.824242424
480,6.01,301.9,1.141754888,0.034941764,0.697678415,10.50909091
481,6.56,305.1,1.142033845,0.025914634,0.750092718,16.24848485
482,6.56,306,1.142309714,0.028963415,0.802924464,16.57575758
483,6.63,306,1.142517199,0.02413273,0.712809875,18.2
484,6.55,306.6,1.14373371,0.027480916,0.7609886,16.01818182
485,6.54,307.7,1.144744561,0.036697248,0.890465457,19.4969697
486,5.89,308.5,1.146261005,0.057724958,1.194543157,17.23636364
487,5.78,308,1.146982716,0.065743945,1.146220131,18.15151515
488,6.03,311.8,1.14710606,0.048092869,1.002384806,21.9030303
489,5.41,310.8,1.147619272,0.088724584,0.892434857,19.25454545
490,4.32,304.3,1.149195617,0.104166667,0.908357313,9.278787879
491,3.95,302.4,1.149656217,0.159493671,0.62592548,4.848484848
492,4.42,306.3,1.14997646,0.115384615,0.676170198,4.727272727
493,4.32,302,1.15017622,0.090277778,0.564847824,2.666666667
494,4.1,301.5,1.15038784,0.104878049,0.455388073,2.078787879
495,4.39,303.8,1.150982853,0.120728929,0.50961124,2.763636364
496,4.04,301,1.151233732,0.116336634,0.639008068,1.296969697
497,3.69,303,1.151444592,0.16802168,0.467242564,0.375757576
498,3.57,298.3,1.151487298,0.134453782,0.454047223,-0.921212121
499,3.87,296.8,1.151810289,0.103359173,0.602951427,0.478787879
500,3.92,296.9,1.152257955,0.068877551,0.492821768,-0.751515152
501,3.51,293,1.152797894,0.162393162,1.119944084,0.412121212
502,3.63,290.1,1.151732581,0.187327824,0.801893696,0.545454545
503,4.23,296.1,1.151644583,0.120567376,0.778049562,2.878787879
504,3.66,280.5,1.150920487,0.163934426,0.793991767,5.042424242
505,3.96,207.7,1.150617881,0.136363636,0.917522852,5.278787879
506,3.52,286,1.149365021,0.232954545,1.126263377,1.018181818
507,4.06,291.4,1.146361062,0.093596059,0.467114484,4.103030303
508,3.89,286.3,1.143383198,0.131105398,0.511411715,-0.381818182
509,4.07,282.7,1.135722516,0.16953317,-0.016312656,1.103030303
510,3.99,285.3,1.135346042,0.175438596,0.120095737,1.642424242
511,3.69,279.4,1.134120263,0.138211382,0.09218045,0.993939394
512,4.36,279,1.132966682,0.176605505,0.141996768,-0.490909091
513,4.55,180.4,1.132050468,0.16043956,0.084581128,8.96969697
514,5.62,169.5,1.131775307,0.145907473,0.281972023,10.03030303
515,6.57,168.9,1.132244609,0.092846271,0.164870938,5.812121212
516,6.18,170.6,1.132015698,0.101941748,0.1256938,5.957575758
517,5.96,262.1,1.131786894,0.17114094,0.178414505,15.21818182
518,5.53,266.5,1.131231224,0.189873418,0.153822927,5.539393939
519,6.6,166.3,1.13117618,0.11969697,0.185941487,6.054545455
520,5.85,164.6,1.130947571,0.14017094,0.15324904,12.36363636
521,6.1,162.5,1.130060135,0.175409836,0.205887287,10.82424242
522,6.43,164,1.129803035,0.127527216,0.179809296,12.04242424
523,6.06,163.6,1.129650142,0.117161716,0.235659607,20.58181818
524,6.68,164.5,1.129973189,0.148203593,0.198114207,16.93939394
525,6.53,161.3,1.129156269,0.145482389,0.108034048,22.56969697
526,7.77,160.8,1.128365749,0.102960103,0.144689376,21.31515152
527,7.51,163.3,1.12782354,0.135818908,0.168937855,21.79393939
528,7.67,221.7,1.127785536,0.147327249,0.190378175,27.0969697
529,7.38,266.6,1.127857637,0.159891599,0.107922756,15.8
530,6.64,265.7,1.126905127,0.206325301,0.054179029,25.52727273
531,7.82,268.5,1.126329927,0.131713555,0.11962238,24.18787879
532,7.44,272.3,1.126314908,0.162634409,0.222779836,27.96363636
533,7.36,274.9,1.125723229,0.163043478,0.18560342,32.41818182
534,8.29,271.9,1.126055501,0.100120627,0.319303123,23.23636364
535,7.72,218.6,1.124965298,0.106217617,0.201658252,22.96363636
536,8.52,221,1.124943908,0.172535211,0.134335372,40.21818182
537,8.97,269.9,1.124395825,0.113712375,0.196651612,34.56969697
538,9.11,275.4,1.124134238,0.119648738,0.206834716,39.73333333
539,9.01,270.8,1.124048285,0.108768036,0.264089883,35.56363636
540,9.25,272.4,1.124528548,0.157837838,0.264927505,41.55757576
541,10.61,274,1.123439429,0.0933082,0.19918007,42.8969697
542,8.44,275.4,1.124089648,0.156398104,0.163801222,42.06060606
543,8.9,279.3,1.123807613,0.125842697,0.152357875,52.90909091
544,7.87,280.3,1.123739533,0.149936468,0.083395778,27.41818182
545,8.79,279.1,1.124715448,0.105802048,0.256890147,50.5030303
546,9.58,285.5,1.124482979,0.110647182,0.201296512,63.4969697
547,9.6,284.5,1.124625737,0.154166667,0.254692699,63.39393939
548,9.31,280.9,1.125423065,0.155746509,0.22318756,65.26060606
549,9.33,283.5,1.125442608,0.107181136,0.238531456,62.92121212
550,11.1,283.8,1.126479005,0.077477477,0.238481309,66.26060606
551,10.25,284.6,1.126752423,0.162926829,0.266775944,79.75757576
552,10.07,282.9,1.127371817,0.124131082,0.215237907,69.41212121
553,10.02,288.8,1.128770963,0.101796407,0.221258574,67.99393939
554,10.84,292.9,1.129930204,0.127306273,0.19700106,71.23636364
555,10.23,298.4,1.13030068,0.112414467,0.287008982,79.34545455
556,9.03,298.5,1.131002108,0.181616833,0.260700973,72.4
557,10.78,293.5,1.131454705,0.115955473,0.320873454,74.34545455
558,10.55,293.5,1.131585297,0.130805687,0.237541772,71.69090909
559,8.93,294.5,1.132608121,0.144456887,0.24427945,64.09090909
560,8.53,292.5,1.133256945,0.165298945,0.373434109,63.27272727
561,8.53,293.2,1.133941571,0.126611958,0.391996029,44.29090909
562,5.97,299.5,1.135105463,0.144053601,0.315285551,31.85454545
563,6.71,298.1,1.136102086,0.129657228,0.437658572,22.81818182
564,7.13,298.1,1.137101035,0.102384292,0.420609645,32.35757576
565,6.81,300.5,1.13726823,0.082232012,0.43849932,28.48484848
566,6.71,300.9,1.138477524,0.056631893,0.579133012,21.49090909
567,6.78,300.5,1.138730128,0.042772861,0.667584406,22.24242424
568,6.96,298.4,1.139345019,0.076149425,0.725785903,21.20606061
569,6.83,295.4,1.139912762,0.045387994,0.546642543,24.84242424
570,6.95,295.8,1.140484206,0.027338129,0.606225691,27.24242424
571,6.95,295.9,1.140251089,0.025899281,0.560511205,28.16363636
572,6.54,296,1.14126501,0.048929664,0.51784005,26.54545455
573,6.31,297.7,1.141523977,0.063391442,0.464195407,21.14545455
574,6.31,293.5,1.141898238,0.055467512,0.570834928,23.67272727
575,6.14,292.6,1.141888472,0.052117264,0.390554501,21.01818182
576,5.63,293.7,1.142819861,0.04973357,0.497626714,15.63636364
577,5.58,297.4,1.143658414,0.059139785,0.68458711,20.24242424
578,5.48,301.2,1.144278307,0.076642336,0.554177518,15.02424242
579,5.72,303.3,1.145395344,0.064685315,0.649387667,16.92727273
580,6.24,307.7,1.145041204,0.033653846,0.610711761,19.43030303
581,6.68,309.3,1.144913719,0.032934132,0.560603573,24.23030303
582,6.44,306.6,1.145333085,0.037267081,0.428556809,24
583,7.09,305,1.146014692,0.04090268,0.588417792,30.90909091
584,7.57,308.8,1.146187842,0.027741083,0.614689563,35.72727273
585,6.88,307.1,1.146616625,0.036337209,0.647634215,29.50909091
586,6.67,302.3,1.147588021,0.049475262,0.609236855,27.95151515
587,7.39,306.9,1.148505748,0.056833559,0.721682272,33.95151515
588,7.39,308,1.148473918,0.039242219,0.636004376,31.9030303
589,6.8,307.6,1.149041191,0.051470588,0.669706702,25.68484848
590,5.95,302.4,1.149472293,0.033613445,0.519108821,20.13939394
591,6.31,304.4,1.149868375,0.028526149,0.366589845,19.9030303
592,6.14,305.7,1.149304986,0.029315961,0.200519373,17.93939394
593,6.63,305.6,1.150549253,0.036199095,0.331820187,23.27878788
594,6.77,309.1,1.151090377,0.023633678,0.481752545,24.48484848
595,6.81,309,1.150785598,0.026431718,0.594872653,25.69090909
596,6.93,311.6,1.151530389,0.024531025,0.608238208,26.1030303
597,6.68,312,1.152573513,0.023952096,0.582106452,24.6
598,6.47,310.3,1.153238723,0.040185471,0.568057806,22.66060606
599,6.26,306.7,1.154571448,0.044728435,0.472708192,23.68484848
600,6.06,307.6,1.155486009,0.062706271,0.404978123,22.44242424
601,5.62,303.6,1.156835925,0.06405694,0.299994273,21.0969697
602,6.36,310.8,1.157056268,0.066037736,0.574753131,28
603,7.31,316.2,1.155178492,0.038303694,0.689201706,36.04242424
604,7.56,319.1,1.153969785,0.027777778,0.588655448,36.73333333
605,7.3,319.3,1.154610017,0.024657534,0.59681247,34.04242424
606,7.67,323.4,1.153911346,0.0273794,0.667180618,37.70909091
607,7.85,324.2,1.153550462,0.031847134,0.649407547,38.15757576
608,7.57,322.4,1.154441198,0.027741083,0.72984613,32.6
609,7.37,321,1.155446701,0.020352782,0.740761587,29.96969697
610,7.12,319.2,1.156461499,0.02247191,0.719480875,27.98181818
611,7.12,320.8,1.156516532,0.019662921,0.839097434,28.24848485
612,7.28,321,1.156866821,0.026098901,0.830062451,31.18787879
613,6.97,319.3,1.157801515,0.022955524,0.728975035,27.43636364
614,6.7,320.3,1.158291118,0.034328358,0.676902525,24.1030303
615,6.35,319.1,1.159655779,0.034645669,0.654218025,24.21212121
616,7.17,322.5,1.15881657,0.047419805,0.654552079,29.15151515
617,7.47,327,1.158022339,0.030789826,0.749762349,30.00606061
618,7.31,331.3,1.157832606,0.023255814,0.773669301,25.06666667
619,7.44,332.5,1.158049624,0.022849462,0.715959011,26.36969697
620,7.62,334.7,1.158460481,0.022309711,0.732275733,25.93333333
621,7.72,337.8,1.158057328,0.018134715,0.693376553,24.93333333
622,7.72,338.9,1.158705696,0.019430052,0.642847706,24.09090909
623,7.86,342.1,1.157496931,0.019083969,0.530544176,22.45454545
624,8.12,343.5,1.15767087,0.022167488,0.646314752,26.36969697
625,8.05,345.6,1.15757623,0.019875776,0.634414002,29.17575758
626,7.7,348.8,1.15747012,0.023376623,0.621766868,31.80606061
627,7.5,351,1.15773481,0.02,0.532985641,31.32727273
628,7.18,351.9,1.158054779,0.025069638,0.532304097,26.56363636
629,7.07,352,1.158706733,0.016973126,0.6780985,23.95757576
630,7.07,352,1.159149664,0.016973126,0.778386959,21.12727273
631,7.11,352,1.158995358,0.021097046,0.686370845,20.71515152
632,7.16,352,1.158734631,0.027932961,0.672347982,19.12727273
633,6.67,352,1.158845698,0.029985007,0.609236855,12.93333333
634,6.19,351,1.159470804,0.022617124,0.541883249,8.363636364
635,5.84,349.8,1.160017193,0.029109589,0.51571171,4.63030303
636,5.85,345.5,1.161091113,0.025641026,0.730738075,6.303030303
637,5.73,342.9,1.162274167,0.047120419,0.612037033,8.303030303
638,5.86,344.7,1.16192054,0.035836177,0.83159128,6.993939394
639,5.25,343.6,1.162440803,0.053333333,0.783209315,5.448484848
640,4.88,338.9,1.163211936,0.038934426,1.065942515,3.921212121
641,4.49,334.7,1.16389602,0.077951002,1.188066782,1.878787879
642,3.66,329.7,1.164509028,0.12295082,1.171376615,-0.666666667
643,4.89,281.1,1.139958041,0.141104294,0.179686739,1.678787879
644,3.5,291.7,1.139835098,0.157142857,-0.050199426,-0.109090909
645,3.99,300,1.14049885,0.155388471,0.079338079,4.23030303
646,4.08,295.5,1.140987124,0.132352941,0.140453231,-0.096969697
647,4.09,279.7,1.140423569,0.127139364,0.175079487,-0.278787879
648,4.97,273.9,1.1404512,0.152917505,0.176676231,0.224242424
649,4.35,293.3,1.141355083,0.181609195,0.109906591,2.957575758
650,4.62,293.9,1.141689168,0.158008658,0.265232043,1.36969697
651,4.63,296.4,1.142196977,0.071274298,0.392539585,2.757575758
652,4.73,295.2,1.142391931,0.067653277,0.285228437,2.242424242
653,4.5,301.5,1.143104142,0.08,0.256077074,1.951515152
654,4.12,309.6,1.143559997,0.072815534,0.232832193,0.612121212
655,3.54,306.5,1.14518145,0.053672316,0.217360223,-0.43030303
656,3.96,307.5,1.145129554,0.042929293,0.312688229,-0.751515152
657,3.96,308.4,1.145521908,0.045454545,0.452602031,-1.733333333
658,3.91,309.4,1.14574167,0.040920716,0.43817414,-1.933333333
659,4.16,310.3,1.145914578,0.036057692,0.631900126,-0.484848485
660,4.07,311.1,1.145787044,0.034398034,0.583317216,-0.806060606
661,3.51,299,1.147462207,0.048433048,0.14377683,-0.412121212
662,3.74,299.5,1.146859903,0.045454545,0.134661233,-0.393939394
663,3.8,300,1.147174133,0.039473684,0.195398883,-0.357575758
664,3.65,300.7,1.147631551,0.032876712,0.177286196,-0.472727273
665,3.99,301,1.147582477,0.045112782,0.149673139,-0.896969697
666,4.13,302.4,1.147299893,0.036319613,0.098982072,-0.642424242
667,4.05,170,1.15258848,0.086419753,-0.080780905,-0.418181818
668,4.48,168.9,1.152988004,0.069196429,-0.044180618,-1.096969697
669,4.55,171.8,1.151923452,0.076923077,-0.043507529,0.915151515
670,5.06,170.3,1.152302559,0.029644269,0.089577867,2.181818182
671,5.25,168.6,1.151823818,0.032380952,0.099506982,3.527272727
672,5.72,168,1.151453204,0.038461538,0.099267191,7.690909091
673,5.36,164.3,1.151937132,0.069029851,0.046059201,8.412121212
674,5.62,164.2,1.151742271,0.056939502,0.051984354,9.357575758
675,5.51,164.1,1.151696095,0.076225045,0.077945895,9.951515152
676,6.03,168.3,1.150914893,0.039800995,0.113352658,11.63030303
677,6.17,166.1,1.151620133,0.04376013,0.215308806,12.73333333
678,5.79,163.5,1.152133907,0.081174439,0.477504979,12.92121212
679,5.41,164.4,1.1543721,0.129390018,0.659632451,11.66060606
680,5.33,166.2,1.154826378,0.153846154,0.665559734,8.890909091
681,5.39,166.9,1.155175856,0.128014842,0.32802718,6.739393939
682,4.31,167.4,1.154984969,0.150812065,0.182522493,6.333333333
683,4.53,170.9,1.153840032,0.145695364,0.232396087,1.036363636
684,4.71,172.3,1.152763153,0.135881104,0.186850686,1.103030303
685,4.18,177.1,1.152338813,0.169856459,0.125711998,5.909090909
686,4.51,179.8,1.152339716,0.137472284,0.222567619,6.490909091
687,4.61,179.4,1.151723783,0.123644252,0.123846458,8.406060606
688,4.2,178.6,1.150759602,0.171428571,-0.005282357,3.733333333
689,4.1,182.1,1.150675825,0.175609756,0.157122154,2.945454545
690,4.53,184.5,1.150241546,0.163355408,0.157455917,4.909090909
691,4.38,185.3,1.149854654,0.116438356,0.157600129,2.824242424
692,4.83,183.7,1.149840523,0.072463768,0.14243533,2.145454545
693,4.07,176,1.148795626,0.142506143,0.060859425,5.012121212
694,3.87,179.7,1.147393523,0.142118863,0.01150899,6.648484848
695,4.93,193,1.14722395,0.148073022,0.120346059,9.460606061
696,4.49,175.4,1.146675544,0.13363029,0.075473741,5.527272727
697,4.89,184.1,1.145784366,0.157464213,0.073893885,6.878787879
698,4.67,176.1,1.145785924,0.160599572,0.077436341,8.751515152
699,4.59,174.6,1.145347502,0.156862745,0.165727894,6.684848485
700,5.34,183.7,1.144961286,0.129213483,0.172945687,6.084848485
701,4.75,181.8,1.14438315,0.126315789,0.164970598,4.745454545
702,5.11,178.3,1.143782101,0.14481409,0.157600129,7.2
703,5.21,200.3,1.142918324,0.130518234,0.205319929,9.042424242
704,5.09,191.6,1.143134798,0.184675835,0.15356077,6.993939394
705,5.19,192.5,1.142598277,0.138728324,0.17351756,8.133333333
706,4.97,204.3,1.141826212,0.211267606,0.119350983,7.460606061
707,4.66,193,1.141682932,0.152360515,0.252110443,-0.690909091
708,4.54,192.5,1.141239064,0.162995595,0.172906072,0.787878788
709,4.23,202.6,1.140443475,0.241134752,0.152124082,0.151515152
710,3.88,203.8,1.13877833,0.203608247,0.105513612,0.63030303
711,4.02,210.7,1.138883992,0.171641791,0.113352658,-0.43030303
712,3.67,187.7,1.138296303,0.204359673,0.196025081,0
713,4,197.6,1.137802185,0.2125,0.155233167,-0.4
714,3.58,190.5,1.137116314,0.237430168,0.12113007,1.945454545
715,4.76,164.1,1.136276474,0.157563025,0.149585567,6.309090909
716,4.83,169.9,1.136128463,0.180124224,0.177026931,6.066666667
